agitation.n.05	shaking.n.01
plant.n.02	phytoplankton.n.01
centesis.n.01	celiocentesis.n.01
reptile_genus.n.01	pituophis.n.01
one-step.n.01	turkey_trot.n.01
exposure.n.02	underexposure.n.02
larceny.n.01	robbery.n.01
legal_action.n.01	test_case.n.01
improvement.n.02	cleaning.n.01
isolation.n.03	quarantine.n.02
transmission.n.01	forwarding.n.01
finch.n.01	bullfinch.n.02
ballroom_dancing.n.01	conga.n.02
bird_genus.n.01	picus.n.01
poker.n.02	straight_poker.n.01
stroke.n.01	miscue.n.01
reptile_genus.n.01	crotalus.n.01
position.n.06	praetorship.n.01
shigella.n.01	shiga_bacillus.n.01
restoration.n.02	gentrification.n.01
mortal_sin.n.01	pride.n.05
throw.n.05	cast.n.07
thrush.n.03	ring_ouzel.n.01
activity.n.01	politics.n.05
clandestine_operation.n.01	exfiltration_operation.n.01
act.n.02	discovery.n.01
continuance.n.01	pursuance.n.02
larceny.n.01	grand_larceny.n.01
trade.n.01	free_trade.n.01
mathematical_process.n.01	matrix_operation.n.01
animal_order.n.01	thyreophora.n.01
feat.n.01	stunt.n.01
synapsid.n.01	edaphosaurus.n.01
pitched_battle.n.01	verdun.n.01
hard_tick.n.01	ixodes_dentatus.n.01
true_toad.n.01	european_toad.n.01
transportation.n.05	air_transportation.n.01
eubacteria.n.01	spirochete.n.01
columbiform_bird.n.01	solitaire.n.02
substitution.n.02	weaning.n.01
game.n.02	nightcap.n.03
proceeding.n.01	receivership.n.02
rattlesnake.n.01	mojave_rattlesnake.n.01
worm.n.01	nematode.n.01
control.n.05	internal_control.n.01
golf.n.01	professional_golf.n.01
desertion.n.01	abscondment.n.01
shark_repellent.n.01	golden_parachute.n.01
throw.n.05	flip.n.04
bird_family.n.01	oriolidae.n.01
creation.n.01	creating_from_raw_materials.n.01
nude_dancing.n.01	bubble_dance.n.01
use.n.01	practice.n.04
removal.n.01	autotomy.n.01
glide.n.03	hang_gliding.n.01
trade.n.02	shoemaking.n.01
performance.n.03	specific_performance.n.01
culture.n.07	monoculture.n.01
fight.n.02	shock.n.02
mischief.n.01	monkey_business.n.01
blow.n.01	swat.n.01
activity.n.01	enjoyment.n.02
plundering.n.01	rape.n.02
vertebrate.n.01	reptile.n.01
tunicate.n.01	doliolum.n.01
wrongdoing.n.02	falsification.n.02
election.n.01	runoff.n.02
artillery_fire.n.01	zone_fire.n.01
rendezvous.n.01	assignation.n.01
substitution.n.02	subrogation.n.01
withdrawal.n.03	receding.n.02
imposition.n.01	protection.n.06
bird_genus.n.01	anser.n.01
photometry.n.01	cytophotometry.n.01
eagle.n.01	golden_eagle.n.01
possession.n.01	actual_possession.n.01
road.n.02	royal_road.n.01
amphibian_genus.n.01	rana.n.01
decrease.n.04	cutback.n.01
animal_order.n.01	alcyonacea.n.01
sale.n.03	going-out-of-business_sale.n.01
war.n.01	seven_years'_war.n.01
pitched_battle.n.01	issus.n.01
hearing.n.01	fair_hearing.n.01
bacteria_genus.n.01	nitrobacteriaceae.n.01
medical_care.n.01	primary_care.n.01
game.n.01	athletic_game.n.01
animal_order.n.01	ornithomimida.n.01
action.n.01	playing.n.02
position.n.06	apostleship.n.01
management.n.01	authorization.n.04
cast.n.07	natural.n.03
cannibalism.n.01	anthropophagy.n.01
incision.n.02	sclerotomy.n.01
parrot.n.01	lovebird.n.02
certification.n.01	accreditation.n.01
verdict.n.01	directed_verdict.n.01
skating.n.01	skateboarding.n.01
vertebrate.n.01	mammal.n.01
leadership.n.01	trend_setting.n.01
thrush.n.03	robin.n.01
ratite.n.01	elephant_bird.n.01
energizing.n.01	electrification.n.01
duty.n.01	incumbency.n.02
bending.n.03	hunch.n.02
columbiform_bird.n.01	pigeon.n.01
reunion.n.02	homecoming.n.01
pitched_battle.n.01	jena.n.01
nullification.n.02	vitiation.n.01
programming.n.02	object-oriented_programming.n.01
practice.n.01	fashion.n.02
pretense.n.01	affectation.n.01
casting.n.03	bait_casting.n.01
corvine_bird.n.01	magpie.n.01
clasp.n.02	wrestling_hold.n.01
conformity.n.02	line.n.16
reptile_genus.n.01	genus_edaphosaurus.n.01
means.n.01	open_sesame.n.01
training.n.01	drill.n.04
old_world_warbler.n.01	sedge_warbler.n.01
crest.n.05	comb.n.02
transportation.n.02	delivery.n.01
pigeon.n.01	dove.n.01
allotment.n.02	grant.n.02
accomplishment.n.01	smooth.n.01
outdoor_game.n.01	croquet.n.01
act.n.02	touch.n.05
shove.n.01	jostle.n.01
gallinaceous_bird.n.01	ocellated_turkey.n.01
animal.n.01	adult.n.02
group_action.n.01	nonresistance.n.01
maneuver.n.03	figure.n.13
domestic_pigeon.n.01	fairy_swallow.n.01
observation.n.02	monitoring.n.01
construction.n.01	shipbuilding.n.01
substance.n.07	food.n.01
butcherbird.n.01	european_shrike.n.01
turtle.n.02	slider.n.03
kiss.n.01	smack.n.05
war.n.01	iran-iraq_war.n.01
painting.n.02	oil_painting.n.02
crash.n.04	impingement.n.02
coat.n.03	fur.n.02
abortion.n.01	induced_abortion.n.01
excitation.n.03	thrill.n.03
terrapin.n.01	diamondback_terrapin.n.01
bacteria_genus.n.01	nitrosomonas.n.01
rescue.n.01	salvage.n.03
lottery.n.02	tombola.n.01
spin.n.02	birling.n.01
concealment.n.03	stealth.n.01
position.n.06	moderatorship.n.01
transportation.n.02	transshipment.n.01
sexual_activity.n.01	lechery.n.01
denudation.n.01	deforestation.n.02
venture.n.01	campaign.n.02
therapy.n.01	immunotherapy.n.01
idolatry.n.02	iconolatry.n.01
bunco.n.01	sting_operation.n.01
position.n.06	councillorship.n.01
finch.n.01	crossbill.n.01
dilation.n.02	mydriasis.n.01
chordate_genus.n.01	genus_amphioxus.n.01
fang.n.02	toxicognath.n.01
employment.n.02	public_service.n.02
wallaby.n.01	tree_wallaby.n.01
tour.n.01	grand_tour.n.02
causing.n.01	trigger.n.03
production.n.07	mass_production.n.01
martial_art.n.01	aikido.n.01
cockatoo.n.01	sulphur-crested_cockatoo.n.01
count.n.02	poll.n.05
trial.n.04	court-martial.n.02
absolution.n.02	indulgence.n.05
child's_game.n.01	hide-and-seek.n.01
dishonesty.n.02	charlatanism.n.01
bird_genus.n.01	psaltriparus.n.01
animal_order.n.01	torpediniformes.n.01
care.n.01	incubation.n.01
retrovirus.n.01	human_t-cell_leukemia_virus-1.n.01
change_of_integrity.n.01	hardening.n.03
terrorism.n.01	domestic_terrorism.n.01
paraphilia.n.01	pederasty.n.01
animal_order.n.01	osteostraci.n.01
wrongdoing.n.02	champerty.n.01
retention.n.01	withholding.n.03
table_game.n.01	pool.n.09
jump_ball.n.01	tip-off.n.02
bird_family.n.01	merginae.n.01
arithmetic_operation.n.01	division.n.11
position.n.06	peasanthood.n.01
scientific_research.n.01	big_science.n.01
maneuver.n.04	measure.n.01
degradation.n.01	vulgarization.n.01
pitched_battle.n.01	fort_ticonderoga.n.01
killing.n.02	electrocution.n.02
bird_genus.n.01	artamus.n.01
application.n.01	misapplication.n.01
social_welfare.n.01	social_insurance.n.01
containment.n.03	ring_containment.n.01
disposal.n.03	comb-out.n.02
duty.n.01	civic_duty.n.01
vote.n.01	split_ticket.n.01
improvement.n.02	upturn.n.01
protection.n.01	covering.n.04
swimming_stroke.n.01	breaststroke.n.01
bath.n.02	bubble_bath.n.01
activity.n.01	control.n.05
protoctist_genus.n.01	genus_tetrahymena.n.01
bird_genus.n.01	momotus.n.01
maneuver.n.04	parking.n.02
position.n.06	fatherhood.n.04
trot.n.04	sitting_trot.n.01
rite.n.01	vigil.n.02
flight.n.09	domestic_flight.n.01
treatment.n.01	massage.n.01
bird_genus.n.01	vultur.n.01
blunder.n.01	howler.n.03
bird_genus.n.01	coccyzus.n.01
success.n.02	flying_colors.n.01
return.n.11	drop_shot.n.01
pheasant.n.01	peafowl.n.01
development.n.01	broadening.n.02
lizard.n.01	night_lizard.n.01
management.n.01	finance.n.03
contempt_of_court.n.01	criminal_contempt.n.01
worm_family.n.01	schistosomatidae.n.01
act.n.02	production.n.01
commercial_enterprise.n.02	transportation.n.05
reptile_genus.n.01	callisaurus.n.01
requiem_shark.n.01	lemon_shark.n.01
killing.n.02	suicide.n.01
armored_dinosaur.n.01	stegosaur.n.01
examination.n.01	rhinoscopy.n.01
improvement.n.02	modernization.n.01
eubacteria.n.01	pseudomonad.n.01
shiner.n.04	emerald_shiner.n.01
decrease.n.04	depreciation.n.01
bullying.n.01	terrorization.n.01
golf.n.01	miniature_golf.n.01
hit.n.03	blockbuster.n.02
activity.n.01	burst.n.03
crusade.n.02	second_crusade.n.01
tick.n.02	soft_tick.n.01
departure.n.01	dispatch.n.02
bird_genus.n.01	padda.n.01
boost.n.01	morale_building.n.01
snake.n.01	elapid.n.01
undertaking.n.01	adventure.n.01
combat.n.01	aggression.n.04
backlash.n.02	whitelash.n.01
paraphilia.n.01	voyeurism.n.01
bird_genus.n.01	cracticus.n.01
cuculiform_bird.n.01	cuckoo.n.02
plundering.n.01	sack.n.08
goose.n.01	gosling.n.01
substance_abuse.n.01	alcohol_abuse.n.01
reptile_family.n.01	pythoninae.n.01
bacteria_species.n.01	agrobacterium_tumefaciens.n.01
ligation.n.01	tubal_ligation.n.01
reordering.n.01	transposition.n.06
breath.n.01	exhalation.n.02
run.n.05	return.n.12
volumetric_analysis.n.02	acidimetry.n.01
representation.n.10	model.n.09
blow.n.01	kick.n.01
lecture.n.03	talk.n.03
evaluation.n.01	marking.n.03
adoption.n.01	embrace.n.03
grant.n.02	block_grant.n.01
pitched_battle.n.01	somme.n.01
circus.n.02	three-ring_circus.n.01
bird_family.n.01	podargidae.n.01
mammal_genus.n.01	sorex.n.01
chess_move.n.01	checkmate.n.02
vice.n.02	intemperance.n.02
mako.n.01	shortfin_mako.n.01
cut.n.17	severance.n.02
siphonophore.n.01	nanomia.n.01
ceremony.n.03	presentation.n.01
rebellion.n.02	insurgency.n.01
track_and_field.n.01	jumping.n.01
labor.n.02	hackwork.n.01
red_algae.n.01	red_laver.n.01
completion.n.02	finalization.n.01
ornithischian.n.01	armored_dinosaur.n.01
card_game.n.01	old_maid.n.05
joining.n.01	fastening.n.02
zoolatry.n.01	ophiolatry.n.01
control.n.05	grasping.n.02
mass.n.04	requiem.n.03
wrongdoing.n.02	malversation.n.01
worm_family.n.01	dracunculidae.n.01
course.n.04	way.n.05
group_action.n.01	democratization.n.01
weightlift.n.01	jerk.n.05
fish_family.n.01	syngnathidae.n.01
sport.n.01	cycling.n.01
locomotion.n.02	dance_step.n.01
scoter.n.01	common_scoter.n.01
sexual_activity.n.01	bisexuality.n.02
arrangement.n.06	rearrangement.n.01
medicine.n.03	alternative_medicine.n.01
bowing.n.02	spiccato.n.01
play.n.14	teasing.n.02
maniraptor.n.01	utahraptor.n.01
ceratosaur.n.01	coelophysis.n.01
position.n.06	legation.n.01
commercial_enterprise.n.02	real-estate_business.n.01
bird_family.n.01	opisthocomidae.n.01
chicken.n.02	capon.n.02
ray.n.07	manta.n.02
crossing.n.01	traversal.n.01
athletic_game.n.01	tetherball.n.01
mycobacteria.n.01	leprosy_bacillus.n.01
child's_game.n.01	post_office.n.03
protozoan.n.01	ciliate.n.01
bird_genus.n.01	hesperiphona.n.01
office.n.06	little_office.n.01
measurement.n.01	hypsometry.n.01
improvement.n.02	enrichment.n.01
microorganism.n.01	virus.n.01
bet.n.02	daily_double.n.01
fire.n.02	fusillade.n.01
prevention.n.01	prophylaxis.n.01
decrease.n.04	shrinking.n.02
bacteria_genus.n.01	spirochaeta.n.01
metatherian.n.01	marsupial.n.01
care.n.01	manicure.n.01
courtesy.n.01	gallantry.n.03
arthropod_family.n.01	argasidae.n.01
cautery.n.02	cryocautery.n.02
bird_genus.n.01	clangula.n.01
coral_snake.n.02	eastern_coral_snake.n.01
stroke.n.11	swimming_stroke.n.01
theropod.n.01	herrerasaur.n.01
organism.n.01	heterotroph.n.01
fastening.n.02	welding.n.01
formation.n.02	turning.n.06
change_of_shape.n.01	indentation.n.04
atrocity.n.02	outrage.n.02
red_algae.n.01	sea_moss.n.02
judgment.n.02	estimate.n.02
bird_genus.n.01	chlamydera.n.01
ablation.n.01	vasectomy.n.01
activity.n.01	worship.n.01
homicide.n.01	manslaughter.n.01
owl.n.01	owlet.n.01
atrocity.n.02	enormity.n.04
escape.n.01	break.n.16
journey.n.01	schlep.n.02
blocking.n.01	interference.n.04
activity.n.01	domesticity.n.02
pictorial_representation.n.01	photography.n.01
return.n.11	ground_stroke.n.01
descent.n.03	jump.n.05
artillery_fire.n.01	mortar_fire.n.01
service.n.03	none.n.02
eubacteria.n.01	mycobacteria.n.01
pitched_battle.n.01	guadalcanal.n.02
fly.n.04	pop_fly.n.01
position.n.06	rabbinate.n.02
bird_genus.n.01	sturnella.n.01
reptile_genus.n.01	eretmochelys.n.01
fish_family.n.01	mobulidae.n.01
degradation.n.01	stultification.n.02
falsification.n.02	distortion.n.05
shooting.n.01	countershot.n.01
conflict.n.01	tug-of-war.n.01
civil_disobedience.n.01	protest_march.n.01
bird_genus.n.01	psittacus.n.01
occupation.n.01	position.n.06
execution.n.01	hanging.n.02
labor.n.02	slavery.n.03
animal_order.n.01	heterostraci.n.01
woodpecker.n.01	redheaded_woodpecker.n.01
viper.n.01	horned_viper.n.01
banishment.n.02	relegation.n.03
incineration.n.01	cremation.n.01
marsupial.n.01	dasyurid_marsupial.n.01
adaptation.n.03	dark_adaptation.n.01
bird_genus.n.01	genus_pyrrhuloxia.n.01
social_dancing.n.01	shag.n.05
tap_dancing.n.01	clog_dance.n.01
pitched_battle.n.01	chickamauga.n.01
acquiring.n.01	reception.n.04
change.n.03	downshift.n.02
racing.n.01	horse_racing.n.01
cycling.n.01	dune_cycling.n.01
bird_genus.n.01	conuropsis.n.01
war.n.01	civil_war.n.01
selling.n.01	dumping.n.01
reptile_genus.n.01	genus_triceratops.n.01
new_world_vulture.n.01	black_vulture.n.01
division.n.12	zoning.n.01
arthropod_family.n.01	tetranychidae.n.01
act.n.02	distribution.n.03
ankylosaur.n.01	edmontonia.n.01
placental.n.01	cow.n.02
rebellion.n.02	indian_mutiny.n.01
true_toad.n.01	yosemite_toad.n.01
card_game.n.01	bridge.n.05
pull.n.01	traction.n.02
cleaning.n.01	housecleaning.n.02
passive_resistance.n.01	satyagraha.n.01
bird_family.n.01	apodidae.n.01
obstruction.n.05	check.n.12
furor.n.02	brouhaha.n.02
microorganism.n.01	monad.n.03
stony_coral.n.01	mushroom_coral.n.01
campaign.n.03	petersburg.n.02
salamander.n.01	lungless_salamander.n.01
construction.n.01	rustication.n.02
worm_family.n.01	tylenchidae.n.01
protoctist_genus.n.01	genus_stentor.n.01
accomplishment.n.01	record.n.04
arbovirus.n.01	reoviridae.n.01
new_world_warbler.n.01	new_world_chat.n.01
service.n.01	facility.n.05
agitation.n.05	stirring.n.01
simplification.n.02	rationalization.n.03
operation.n.06	uranoplasty.n.01
true_toad.n.01	texas_toad.n.01
localization.n.01	echolocation.n.01
occupation.n.01	career.n.01
performance.n.02	extemporization.n.01
activity.n.01	diversion.n.01
ornithischian.n.01	bone-headed_dinosaur.n.01
mistreatment.n.01	exploitation.n.02
climb.n.03	rock_climbing.n.01
turtle.n.02	tortoise.n.01
thrush.n.03	robin.n.02
undertaking.n.01	tall_order.n.01
duck.n.01	teal.n.02
therapy.n.01	occupational_therapy.n.01
bowerbird.n.01	great_bowerbird.n.01
worm_genus.n.01	enterobius.n.01
walk.n.01	wading.n.01
promotion.n.02	preferment.n.01
war.n.01	napoleonic_wars.n.01
awakening.n.01	reveille.n.02
hunt.n.08	battue.n.01
diagnostic_procedure.n.01	echocardiography.n.01
organism.n.01	myrmecophile.n.01
startle.n.01	wince.n.02
sexual_activity.n.01	bondage.n.03
hawk.n.01	tiercel.n.01
military_censorship.n.01	armed_forces_censorship.n.01
bird_genus.n.01	lagopus.n.01
commercial_enterprise.n.02	tourism.n.01
somatic_cell_nuclear_transplantation.n.01	therapeutic_cloning.n.01
migration.n.01	immigration.n.01
explosion.n.02	fulmination.n.02
volumetric_analysis.n.02	alkalimetry.n.01
racer.n.04	blacksnake.n.02
invasion.n.01	inroad.n.02
flicker.n.02	gilded_flicker.n.01
fast.n.01	hunger_strike.n.01
animal_order.n.01	marsupialia.n.01
commerce.n.01	commercial_enterprise.n.02
surgical_contraception.n.01	vasectomy.n.01
mistake.n.01	offside.n.01
division.n.03	bisection.n.01
bacteria_family.n.01	nostocaceae.n.01
confrontation.n.04	strikebreaking.n.01
suicide.n.01	felo-de-se.n.02
walk.n.04	constitutional.n.01
insubordination.n.02	contumacy.n.02
fire.n.02	cover.n.07
diversion.n.01	play.n.08
ablation.n.01	sigmoidectomy.n.01
position.n.09	catcher.n.02
exposure.n.08	underexposure.n.01
hagfish.n.01	myxine_glutinosa.n.01
cooking.n.01	poaching.n.01
therapy.n.01	thermotherapy.n.01
procedure.n.01	emergency_procedure.n.01
joining.n.01	encounter.n.03
reptile_genus.n.01	sonora.n.01
mammal_genus.n.01	macropus.n.01
eubacteria.n.01	lactobacillus.n.01
bird_genus.n.01	drepanis.n.01
postponement.n.02	adjournment.n.02
systematization.n.01	formalization.n.01
omission.n.01	failure.n.05
iguanid.n.01	chuckwalla.n.01
amphibian_family.n.01	leiopelmatidae.n.01
military_action.n.01	amphibious_landing.n.01
devotion.n.02	party_spirit.n.01
injection.n.03	intradermal_injection.n.01
partridge.n.03	hungarian_partridge.n.01
reptile.n.01	synapsid.n.01
health_care.n.01	medicare.n.01
magpie.n.01	european_magpie.n.01
animal_order.n.01	petromyzoniformes.n.01
reptile_genus.n.01	genus_tyrannosaurus.n.01
provision.n.02	logistics.n.01
eating.n.01	graze.n.02
government.n.02	legislation.n.02
incision.n.02	perineotomy.n.01
reptile_family.n.01	gekkonidae.n.01
sport.n.01	athletic_game.n.01
crime.n.01	attack.n.05
disposal.n.03	sewage_disposal.n.01
water_snake.n.01	common_water_snake.n.01
exercise.n.01	stomach_exercise.n.01
activity.n.01	work.n.01
massage.n.01	swedish_massage.n.01
baseball.n.01	one-hitter.n.01
course.n.01	home_study.n.01
stroke.n.12	beat.n.09
rummy.n.02	gin.n.04
pitch.n.02	change-up.n.01
auscultation.n.01	succussion.n.01
table_game.n.01	nim.n.01
fish_genus.n.01	maxostoma.n.01
music.n.03	intonation.n.04
mathematical_process.n.01	construction.n.05
touch.n.05	tag.n.05
startle.n.01	startle_reflex.n.01
hen.n.01	layer.n.04
trigger.n.03	fomentation.n.03
operation.n.06	palatopharyngoplasty.n.01
robbery.n.01	rolling.n.02
playing.n.01	piping.n.03
activity.n.01	acting.n.01
wrongdoing.n.02	tort.n.01
placental.n.01	livestock.n.01
activity.n.01	follow-up.n.02
pitched_battle.n.01	bunker_hill.n.01
practice.n.01	nonconformism.n.02
jest.n.02	drollery.n.02
turn.n.03	bat.n.02
quail.n.02	old_world_quail.n.01
diagnostic_procedure.n.01	echoencephalography.n.01
eagle.n.01	harpy.n.04
animal_order.n.01	rickettsiales.n.01
world_war.n.01	world_war_ii.n.01
duck.n.01	pintail.n.01
swimming_stroke.n.01	butterfly.n.02
grackle.n.02	purple_grackle.n.01
government.n.02	misgovernment.n.01
idolatry.n.01	gyneolatry.n.01
misbehavior.n.01	familiarity.n.05
virus.n.01	animal_virus.n.01
worship.n.01	adoration.n.03
exercise.n.01	yoga.n.02
bird_genus.n.01	genus_tragopan.n.01
finch.n.01	pine_siskin.n.01
organism.n.01	carrier.n.11
military_action.n.01	electronic_warfare.n.01
repair.n.01	restitution.n.02
stickleback.n.01	ten-spined_stickleback.n.01
eating.n.01	repletion.n.02
score.n.10	touchdown.n.01
quantification.n.02	gradation.n.03
red_algae.n.01	dulse.n.01
pitched_battle.n.01	metaurus_river.n.01
coupling.n.03	servicing.n.01
action.n.01	emphasizing.n.01
child's_game.n.01	spin_the_bottle.n.01
scops_owl.n.01	old_world_scops_owl.n.01
roll.n.14	snap_roll.n.01
squeeze_play.n.02	safety_squeeze_play.n.01
world_war.n.01	world_war_i.n.01
animal_order.n.01	siphonophora.n.01
measure.n.01	shark_repellent.n.01
robbery.n.01	highway_robbery.n.02
advertising.n.02	circularization.n.01
about-face.n.02	undoing.n.01
campaign.n.02	advertising_campaign.n.01
transaction.n.01	seward's_folly.n.01
stop.n.02	hemostasis.n.01
pacific_newt.n.01	california_newt.n.01
lawsuit.n.01	civil_suit.n.01
dance_step.n.01	chasse.n.01
discovery.n.01	detection.n.02
intelligence.n.05	spying.n.02
place_kick.n.01	kickoff.n.01
way.n.05	ambages.n.01
direct_action.n.01	job_action.n.01
bird_genus.n.01	kakatoe.n.01
trespass.n.01	trespass_de_bonis_asportatis.n.01
catch.n.09	shoestring_catch.n.01
application.n.03	papering.n.01
seder.n.01	last_supper.n.01
mischief.n.01	hell.n.06
burst.n.03	fits_and_starts.n.01
eating.n.01	tasting.n.03
touch.n.05	grazing.n.02
amphibian_genus.n.01	genus_ichthyostega.n.01
avoidance.n.01	escape.n.04
therapy.n.01	radiotherapy.n.01
